date,campaign_id,channel,campaign_type,region,impressions,clicks,spend,conversions
2026-03-10,C001,Search,Performance,North,1293584,52442,13877.31,2899
2026-03-10,C001,Search,Performance,South,1229651,57230,13379.23,4161
2026-03-10,C001,Search,Performance,East,1357860,57916,12628.24,3673
2026-03-10,C001,Search,Performance,West,1259198,55204,14907.26,4868
2026-03-10,C002,Social,Performance,North,972688,43846,8868.39,3197
2026-03-10,C002,Social,Performance,South,926881,28851,9806.6,2310
2026-03-10,C002,Social,Performance,East,825904,43362,8459.18,3773
2026-03-10,C002,Social,Performance,West,725484,33779,7797.12,2649
2026-03-10,C003,Display,Awareness,North,608420,19697,6503.18,1804
2026-03-10,C003,Display,Awareness,South,658632,35281,7449.22,2692
2026-03-10,C003,Display,Awareness,East,642985,23324,8019.76,1375
2026-03-10,C003,Display,Awareness,West,926494,35583,9272.54,3064
2026-03-10,C004,Email,Retention,North,297512,15707,3260.29,1310
2026-03-10,C004,Email,Retention,South,301987,12235,3291.17,714
2026-03-10,C004,Email,Retention,East,292318,15777,3682.55,978
2026-03-10,C004,Email,Retention,West,295769,9572,2930.7,801
2026-03-10,C005,Affiliate,Performance,North,552292,28594,5546.22,1662
2026-03-10,C005,Affiliate,Performance,South,510017,16549,5780.11,1564
2026-03-10,C005,Affiliate,Performance,East,613832,19251,5995.1,1242
2026-03-10,C005,Affiliate,Performance,West,416195,15538,4825.38,1000
2026-03-11,C001,Search,Performance,North,1211790,30552,13686.32,2511
2026-03-11,C001,Search,Performance,South,1527323,44900,14139.58,2756
2026-03-11,C001,Search,Performance,East,1115230,48709,14522.28,3280
2026-03-11,C001,Search,Performance,West,1406616,67646,15672.78,5914
2026-03-11,C002,Social,Performance,North,1000664,48187,10965.16,3582
2026-03-11,C002,Social,Performance,South,1133155,59187,10217.69,3462
2026-03-11,C002,Social,Performance,East,1044080,52730,9739.13,3510
2026-03-11,C002,Social,Performance,West,1241936,32906,10981.8,2007
2026-03-11,C003,Display,Awareness,North,956804,24407,9491.54,2279
2026-03-11,C003,Display,Awareness,South,646116,18925,8414.78,1051
2026-03-11,C003,Display,Awareness,East,816692,40573,8035.32,2253
2026-03-11,C003,Display,Awareness,West,730812,28345,7559.04,2124
2026-03-11,C004,Email,Retention,North,335179,16073,3523.43,1196
2026-03-11,C004,Email,Retention,South,266046,11825,3285.53,731
2026-03-11,C004,Email,Retention,East,288723,15553,3551.85,1177
2026-03-11,C004,Email,Retention,West,295831,12958,3796.8,843
2026-03-11,C005,Affiliate,Performance,North,622229,24924,5450.6,1824
2026-03-11,C005,Affiliate,Performance,South,571750,16565,5438.05,1273
2026-03-11,C005,Affiliate,Performance,East,435174,22019,4744.63,1965
2026-03-11,C005,Affiliate,Performance,West,412684,11440,5225.87,749
2026-03-12,C001,Search,Performance,North,1307167,46642,13081.42,4037
2026-03-12,C001,Search,Performance,South,1198843,52960,14213.12,3412
2026-03-12,C001,Search,Performance,East,1181795,60269,14759.15,4745
2026-03-12,C001,Search,Performance,West,1148451,43441,14340.52,2668
2026-03-12,C002,Social,Performance,North,908964,36525,11472.21,3199
2026-03-12,C002,Social,Performance,South,1260337,50924,11208.32,4736
2026-03-12,C002,Social,Performance,East,893944,35569,8206.73,2627
2026-03-12,C002,Social,Performance,West,1058956,53375,11192.56,4711
2026-03-12,C003,Display,Awareness,North,597628,25209,6312.28,1626
2026-03-12,C003,Display,Awareness,South,723630,28651,6778.22,1958
2026-03-12,C003,Display,Awareness,East,822326,28084,7279.07,1734
2026-03-12,C003,Display,Awareness,West,670991,22956,7181.99,1294
2026-03-12,C004,Email,Retention,North,351570,12549,3621.88,914
2026-03-12,C004,Email,Retention,South,322564,11715,2838.96,765
2026-03-12,C004,Email,Retention,East,354135,11041,3360.53,920
2026-03-12,C004,Email,Retention,West,223070,8380,2941.1,720
2026-03-12,C005,Affiliate,Performance,North,464390,21947,5581.67,1252
2026-03-12,C005,Affiliate,Performance,South,466246,14428,4273.5,1298
2026-03-12,C005,Affiliate,Performance,East,518318,27044,5905.48,1624
2026-03-12,C005,Affiliate,Performance,West,389487,15498,4741.7,903
2026-03-13,C001,Search,Performance,North,1535007,63464,13713.82,4175
2026-03-13,C001,Search,Performance,South,1457463,65246,14136.96,6169
2026-03-13,C001,Search,Performance,East,1160263,32962,15052.53,1818
2026-03-13,C001,Search,Performance,West,1409202,69147,12256.24,5979
2026-03-13,C002,Social,Performance,North,692929,23241,8549.35,1627
2026-03-13,C002,Social,Performance,South,1099538,45289,10446.68,2631
2026-03-13,C002,Social,Performance,East,1113946,54644,11084.48,4024
2026-03-13,C002,Social,Performance,West,912955,25792,10204.43,2322
2026-03-13,C003,Display,Awareness,North,674792,26736,7066.6,2138
2026-03-13,C003,Display,Awareness,South,884955,37516,7842.05,2874
2026-03-13,C003,Display,Awareness,East,656011,32854,8155.06,2010
2026-03-13,C003,Display,Awareness,West,715437,23229,8218.97,1623
2026-03-13,C004,Email,Retention,North,312591,17066,3423.92,976
2026-03-13,C004,Email,Retention,South,235212,6253,2915.11,500
2026-03-13,C004,Email,Retention,East,457392,13778,4692.94,866
2026-03-13,C004,Email,Retention,West,346855,14847,3952.65,941
2026-03-13,C005,Affiliate,Performance,North,388785,11418,4834.13,946
2026-03-13,C005,Affiliate,Performance,South,574149,27836,5700.89,2574
2026-03-13,C005,Affiliate,Performance,East,402687,20241,4752.17,1282
2026-03-13,C005,Affiliate,Performance,West,422763,19488,5426.94,1385
2026-03-14,C001,Search,Performance,North,1198665,64051,15246.95,4185
2026-03-14,C001,Search,Performance,South,1405430,52096,15882.64,2972
2026-03-14,C001,Search,Performance,East,1219862,43331,13399.37,3722
2026-03-14,C001,Search,Performance,West,1595047,47217,14889.33,3289
2026-03-14,C002,Social,Performance,North,1078641,49851,10086.59,3121
2026-03-14,C002,Social,Performance,South,965594,27204,10768.45,2179
2026-03-14,C002,Social,Performance,East,1041631,54519,10613.45,4206
2026-03-14,C002,Social,Performance,West,1046231,38042,12762.04,3375
2026-03-14,C003,Display,Awareness,North,1013473,52517,9240.87,4820
2026-03-14,C003,Display,Awareness,South,723887,29913,9187.09,2531
2026-03-14,C003,Display,Awareness,East,699222,34207,8561.41,2866
2026-03-14,C003,Display,Awareness,West,729491,28387,9299.34,1758
2026-03-14,C004,Email,Retention,North,414880,18630,4157.82,1647
2026-03-14,C004,Email,Retention,South,250253,7160,2992.8,637
2026-03-14,C004,Email,Retention,East,425855,11890,3727.17,798
2026-03-14,C004,Email,Retention,West,423596,15037,4213.67,1385
2026-03-14,C005,Affiliate,Performance,North,555854,24780,5635.49,1616
2026-03-14,C005,Affiliate,Performance,South,465515,23420,5196.49,1470
2026-03-14,C005,Affiliate,Performance,East,603902,28026,5724.88,1774
2026-03-14,C005,Affiliate,Performance,West,619276,31602,6335.15,2284
2026-03-15,C001,Search,Performance,North,1196741,43900,14827.41,4085
2026-03-15,C001,Search,Performance,South,1375913,70230,15672.99,6338
2026-03-15,C001,Search,Performance,East,1451396,49848,13958.11,4302
2026-03-15,C001,Search,Performance,West,1349505,53383,14556.8,4597
2026-03-15,C002,Social,Performance,North,909997,32778,10105.73,2492
2026-03-15,C002,Social,Performance,South,974057,34922,9073.5,2653
2026-03-15,C002,Social,Performance,East,853777,45252,9916.01,3798
2026-03-15,C002,Social,Performance,West,1198127,53234,12214.89,2990
2026-03-15,C003,Display,Awareness,North,796909,28515,8229.99,1661
2026-03-15,C003,Display,Awareness,South,848407,45408,10254.7,3239
2026-03-15,C003,Display,Awareness,East,578311,26900,7559.37,2058
2026-03-15,C003,Display,Awareness,West,765986,24736,8033.57,2097
2026-03-15,C004,Email,Retention,North,333671,11207,3571.41,727
2026-03-15,C004,Email,Retention,South,358965,15984,3560.83,1406
2026-03-15,C004,Email,Retention,East,297566,16187,3462.23,1276
2026-03-15,C004,Email,Retention,West,379815,9579,3673.64,725
2026-03-15,C005,Affiliate,Performance,North,629829,34043,5631.98,2608
2026-03-15,C005,Affiliate,Performance,South,495588,26439,5310.17,2166
2026-03-15,C005,Affiliate,Performance,East,470153,18380,5556.73,1345
2026-03-15,C005,Affiliate,Performance,West,510386,18222,5192.88,1121
2026-03-16,C001,Search,Performance,North,1594205,56037,15697.1,5178
2026-03-16,C001,Search,Performance,South,1540772,48196,13820.04,2726
2026-03-16,C001,Search,Performance,East,1688271,87275,14846.57,6896
2026-03-16,C001,Search,Performance,West,1401030,36195,14563.41,2347
2026-03-16,C002,Social,Performance,North,1252870,59234,12877.69,3920
2026-03-16,C002,Social,Performance,South,943100,26071,9663.1,1865
2026-03-16,C002,Social,Performance,East,1288797,42964,11243.52,3219
2026-03-16,C002,Social,Performance,West,1015857,38824,11520.11,3466
2026-03-16,C003,Display,Awareness,North,668476,34226,8040.33,1964
2026-03-16,C003,Display,Awareness,South,855849,29845,7742.16,2017
2026-03-16,C003,Display,Awareness,East,617174,21950,8024.5,1959
2026-03-16,C003,Display,Awareness,West,680367,21074,7489.56,1517
2026-03-16,C004,Email,Retention,North,391989,15739,3716.34,1487
2026-03-16,C004,Email,Retention,South,316408,8463,3380.04,554
2026-03-16,C004,Email,Retention,East,346196,16619,3066.33,1092
2026-03-16,C004,Email,Retention,West,332887,15527,3375.04,1438
2026-03-16,C005,Affiliate,Performance,North,550747,23056,5196.41,1777
2026-03-16,C005,Affiliate,Performance,South,456888,13151,5740.55,1001
2026-03-16,C005,Affiliate,Performance,East,647743,25602,5694.32,1473
2026-03-16,C005,Affiliate,Performance,West,633787,31836,6529.35,3020
2026-03-17,C001,Search,Performance,North,1279874,39339,11502.82,3132
2026-03-17,C001,Search,Performance,South,1173163,30774,12859.61,2120
2026-03-17,C001,Search,Performance,East,1703676,56291,15083.24,4923
2026-03-17,C001,Search,Performance,West,952489,39188,12335.65,2265
2026-03-17,C002,Social,Performance,North,1157480,62583,11471.47,5229
2026-03-17,C002,Social,Performance,South,1218690,49373,10882.49,2946
2026-03-17,C002,Social,Performance,East,917543,36219,9296.31,2894
2026-03-17,C002,Social,Performance,West,786762,24267,10434.26,1811
2026-03-17,C003,Display,Awareness,North,678348,31503,7375.37,2493
2026-03-17,C003,Display,Awareness,South,684654,25554,7873.48,1627
2026-03-17,C003,Display,Awareness,East,610992,29580,7284.89,1864
2026-03-17,C003,Display,Awareness,West,580507,22775,7423.13,1261
2026-03-17,C004,Email,Retention,North,382350,17395,3502.0,993
2026-03-17,C004,Email,Retention,South,370388,18654,3483.92,1622
2026-03-17,C004,Email,Retention,East,320468,15002,2945.13,1413
2026-03-17,C004,Email,Retention,West,281646,8947,3467.37,567
2026-03-17,C005,Affiliate,Performance,North,379498,20856,4886.27,1167
2026-03-17,C005,Affiliate,Performance,South,591936,21286,5460.17,1887
2026-03-17,C005,Affiliate,Performance,East,634958,16047,5666.86,930
2026-03-17,C005,Affiliate,Performance,West,445415,20079,5239.3,1817
2026-03-18,C001,Search,Performance,North,1430149,70290,17326.74,6585
2026-03-18,C001,Search,Performance,South,1086603,43295,12672.65,2530
2026-03-18,C001,Search,Performance,East,1130145,43241,13990.85,2956
2026-03-18,C001,Search,Performance,West,1771377,75406,18476.25,4172
2026-03-18,C002,Social,Performance,North,1004631,26711,11205.97,2275
2026-03-18,C002,Social,Performance,South,1291509,41592,11408.39,2825
2026-03-18,C002,Social,Performance,East,866804,30932,10675.76,2563
2026-03-18,C002,Social,Performance,West,887582,32480,9112.33,2332
2026-03-18,C003,Display,Awareness,North,576850,29671,7382.23,1724
2026-03-18,C003,Display,Awareness,South,773172,40669,7486.74,2677
2026-03-18,C003,Display,Awareness,East,914634,48710,8294.62,4120
2026-03-18,C003,Display,Awareness,West,482368,21742,6147.58,1552
2026-03-18,C004,Email,Retention,North,267563,13034,3237.6,953
2026-03-18,C004,Email,Retention,South,299141,10924,3435.78,974
2026-03-18,C004,Email,Retention,East,252649,8226,3170.0,755
2026-03-18,C004,Email,Retention,West,371888,15249,3784.6,1202
2026-03-18,C005,Affiliate,Performance,North,557497,15890,5811.41,955
2026-03-18,C005,Affiliate,Performance,South,474622,25201,4919.68,1696
2026-03-18,C005,Affiliate,Performance,East,455547,11885,5364.91,702
2026-03-18,C005,Affiliate,Performance,West,566797,17565,5442.66,1226
2026-03-19,C001,Search,Performance,North,1311951,48792,16496.46,3630
2026-03-19,C001,Search,Performance,South,1335331,66166,13818.57,4093
2026-03-19,C001,Search,Performance,East,1424845,65522,14653.66,4683
2026-03-19,C001,Search,Performance,West,1223125,55007,15187.33,4179
2026-03-19,C002,Social,Performance,North,1001453,42683,8999.83,2493
2026-03-19,C002,Social,Performance,South,1085460,51766,11672.6,4491
2026-03-19,C002,Social,Performance,East,977622,36482,11406.6,3317
2026-03-19,C002,Social,Performance,West,1145774,52214,10336.24,4665
2026-03-19,C003,Display,Awareness,North,573995,21547,6786.84,1401
2026-03-19,C003,Display,Awareness,South,622053,18070,7083.07,1207
2026-03-19,C003,Display,Awareness,East,564547,26755,6352.6,2427
2026-03-19,C003,Display,Awareness,West,963301,33677,9150.63,2855
2026-03-19,C004,Email,Retention,North,326528,8782,3848.12,529
2026-03-19,C004,Email,Retention,South,357142,15719,3266.06,1023
2026-03-19,C004,Email,Retention,East,397311,12712,3925.33,1138
2026-03-19,C004,Email,Retention,West,390477,17893,4469.0,995
2026-03-19,C005,Affiliate,Performance,North,432166,11747,4467.33,1017
2026-03-19,C005,Affiliate,Performance,South,381814,17300,4561.09,1507
2026-03-19,C005,Affiliate,Performance,East,617404,22020,6084.34,1923
2026-03-19,C005,Affiliate,Performance,West,468197,19728,5394.73,1673
2026-03-20,C001,Search,Performance,North,1109499,54963,11882.33,5067
2026-03-20,C001,Search,Performance,South,1218686,54650,12589.3,4980
2026-03-20,C001,Search,Performance,East,1396858,69441,13515.02,6199
2026-03-20,C001,Search,Performance,West,1225225,33914,13375.19,2459
2026-03-20,C002,Social,Performance,North,1015866,27698,9593.54,2440
2026-03-20,C002,Social,Performance,South,864421,37068,9385.0,2171
2026-03-20,C002,Social,Performance,East,1099689,54124,9692.16,3971
2026-03-20,C002,Social,Performance,West,846497,44867,10084.06,3086
2026-03-20,C003,Display,Awareness,North,861843,21645,7643.78,1396
2026-03-20,C003,Display,Awareness,South,746215,22485,6630.8,1338
2026-03-20,C003,Display,Awareness,East,783817,42982,8331.0,3531
2026-03-20,C003,Display,Awareness,West,595159,32605,7633.87,2325
2026-03-20,C004,Email,Retention,North,315393,8702,3618.04,479
2026-03-20,C004,Email,Retention,South,269375,13497,2897.03,1051
2026-03-20,C004,Email,Retention,East,260491,8740,3193.76,757
2026-03-20,C004,Email,Retention,West,365103,19807,3282.41,1273
2026-03-20,C005,Affiliate,Performance,North,397442,20309,4998.41,1633
2026-03-20,C005,Affiliate,Performance,South,456056,17282,5589.67,1149
2026-03-20,C005,Affiliate,Performance,East,573688,15284,5007.27,1057
2026-03-20,C005,Affiliate,Performance,West,576832,23127,6118.55,1564
2026-03-21,C001,Search,Performance,North,1783607,87669,15847.42,7804
2026-03-21,C001,Search,Performance,South,1501336,74731,15474.22,5017
2026-03-21,C001,Search,Performance,East,1186162,39816,12659.76,3721
2026-03-21,C001,Search,Performance,West,1191455,33290,13614.49,2532
2026-03-21,C002,Social,Performance,North,1012616,49608,10967.36,4195
2026-03-21,C002,Social,Performance,South,885864,31015,9623.45,2098
2026-03-21,C002,Social,Performance,East,845696,44800,10017.42,4004
2026-03-21,C002,Social,Performance,West,1147891,45303,11102.39,3434
2026-03-21,C003,Display,Awareness,North,711168,22335,8579.7,1832
2026-03-21,C003,Display,Awareness,South,696360,36869,7635.53,2159
2026-03-21,C003,Display,Awareness,East,976296,28991,8782.45,2019
2026-03-21,C003,Display,Awareness,West,807272,24042,8091.75,2253
2026-03-21,C004,Email,Retention,North,322784,8764,3261.75,561
2026-03-21,C004,Email,Retention,South,336417,17578,2996.78,1516
2026-03-21,C004,Email,Retention,East,360397,15863,3235.65,918
2026-03-21,C004,Email,Retention,West,449628,24159,4037.6,1403
2026-03-21,C005,Affiliate,Performance,North,419570,12750,4625.22,996
2026-03-21,C005,Affiliate,Performance,South,653379,26195,5765.83,1527
2026-03-21,C005,Affiliate,Performance,East,523829,19926,4795.35,1249
2026-03-21,C005,Affiliate,Performance,West,518205,24906,6270.32,1634
2026-03-22,C001,Search,Performance,North,1219890,47532,13883.3,4407
2026-03-22,C001,Search,Performance,South,1784670,55692,15896.34,3861
2026-03-22,C001,Search,Performance,East,1397109,72681,14954.61,6701
2026-03-22,C001,Search,Performance,West,1195355,47517,13231.35,4316
2026-03-22,C002,Social,Performance,North,871214,26996,10348.35,1525
2026-03-22,C002,Social,Performance,South,942976,31000,9360.99,1769
2026-03-22,C002,Social,Performance,East,1305883,51571,11974.04,3694
2026-03-22,C002,Social,Performance,West,1199726,37211,10513.39,2367
2026-03-22,C003,Display,Awareness,North,668617,34985,7414.69,2785
2026-03-22,C003,Display,Awareness,South,699608,37101,7647.85,2112
2026-03-22,C003,Display,Awareness,East,830398,21745,8335.48,1546
2026-03-22,C003,Display,Awareness,West,708121,32532,7013.46,2619
2026-03-22,C004,Email,Retention,North,322201,9299,3498.97,863
2026-03-22,C004,Email,Retention,South,340682,11759,3624.02,1007
2026-03-22,C004,Email,Retention,East,328946,16781,3060.57,1374
